frame.number,frame.time_epoch,frame.len,_ws.col.protocol,ipv6.src,ipv6.dst,wpan.fcf,wpan.seq_no,wpan.dst_pan,wpan.src64,wpan.dst64,6lowpan.src,6lowpan.dst,6lowpan.iphc.tf,6lowpan.iphc.nh,6lowpan.iphc.hlim,6lowpan.iphc.sam,6lowpan.iphc.dam
"325","1774872818.236285000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","203","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"326","1774872818.542790000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","184","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"327","1774872819.239528000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","204","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"328","1774872819.544247000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","185","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"329","1774872820.240963000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","205","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"330","1774872820.543988000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","186","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"331","1774872821.241816000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","206","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"332","1774872821.548041000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","187","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"333","1774872822.242036000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","207","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"334","1774872822.547318000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","188","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"335","1774872823.243971000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","208","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"336","1774872823.549820000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","189","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"337","1774872824.244684000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","209","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"338","1774872824.552081000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","190","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"339","1774872825.246376000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","210","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"340","1774872825.553303000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","191","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"341","1774872826.246410000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","211","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"342","1774872826.556063000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","192","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"343","1774872827.249397000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","212","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"344","1774872827.555450000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","193","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"345","1774872828.249409000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","213","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"346","1774872828.556796000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","194","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"347","1774872829.250121000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","214","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"348","1774872829.560770000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","195","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"349","1774872830.250651000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","215","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"350","1774872830.561022000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","196","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"351","1774872831.252085000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","216","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"352","1774872831.561845000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","197","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"353","1774872832.255141000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","217","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"354","1774872832.562673000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","198","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"355","1774872833.254375000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","218","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"356","1774872833.564339000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","199","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"357","1774872834.256727000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","219","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"358","1774872834.566609000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","200","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"359","1774872835.257232000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","220","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"360","1774872835.567697000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","201","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"361","1774872836.259956000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","221","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"362","1774872836.570123000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","202","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"363","1774872837.259032000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","222","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"364","1774872837.571040000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","203","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"365","1774872838.261907000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","223","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"366","1774872838.571992000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","204","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"367","1774872839.262742000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","224","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"368","1774872840.265265000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","225","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"369","1774872840.631306000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","206","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"370","1774872841.265214000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","226","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"371","1774872841.632506000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","207","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"372","1774872842.266347000","86","ICMPv6, HiPerConTracer","fe80::d8b2:4c9b:f624:ed2e","ff02::1","0xc841","227","0xbeef","da:b2:4c:9b:f6:24:ed:2e",,"fe80::d8b2:4c9b:f624:ed2e","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
"373","1774872842.634580000","86","ICMPv6","fe80::4865:8493:de8:d222","ff02::1","0xc841","208","0xbeef","4a:65:84:93:0d:e8:d2:22",,"fe80::4865:8493:de8:d222","ff02::1","0x0001","False","0x0001","0x0003","0x0003"
